Category,Periodical
XV. GENERAL LABOR (U.S),"Stockton Labor Journal (w.). Thursdays. Established 1922, 4 pages, $2. Joseph Bredsteen and W. R. Tosh, 216 East Market St., Stockton, Calif. Joseph Bred steen, ed. Official organ, Central Labor Council, etc. Uses mats."
XV. GENERAL LABOR (U.S),Taft
XV. GENERAL LABOR (U.S),"West Side Union (w.). Central Labor Union, Taft, Calif."
XV. GENERAL LABOR (U.S),Vallejo
XV. GENERAL LABOR (U.S),"Labor Journal (w.). Vallejo, Calif."
XV. GENERAL LABOR (U.S),COLORADO
XV. GENERAL LABOR (U.S),Colorado Springs
XV. GENERAL LABOR (U.S),"Labor News, The (w.). Fridays. Established 1902, 8 pages, $1.50. E. H. Joslyn, pub. and ed., 112 E. Cu- charras Street, Colorado Springs, Colo."
XV. GENERAL LABOR (U.S),Denver
XV. GENERAL LABOR (U.S),"Colorado Labor Advocate (w.). Thursdays. Established 1922, 8 pages, $1, circulation 12,400. The Power Pub lishing Co., (owned by State Federation of Labor, Denver Trades Assembly, etc.), 1715 California St., Denver, Colo. Frank L. Palmer, ed. American Federa tion of Labor Weekly News'. , '"
XV. GENERAL LABOR (U.S),"Denver Labor Bulletin, The (w.). Saturdays. Established 1905, 4-8 pages, $2, circulation 4,500. Edward J. Hines, pub. and ed., 1824 Curtis Street, P. O. Box 447, Den ver, Colo. International Labor News."
XV. GENERAL LABOR (U.S),"Risveglio (semi-w.). Established 1906, 8 pages, $3, circu lation 4,500. Italian-American Publishing Co., P. O. Box 1,555, Denver, Colo. Frank Mancini, ed. Pueblo"
XV. GENERAL LABOR (U.S),"L'Unione (f.). Established 1897, 8 pages, $2, circulation 18,750. Union Publishing Co., 318-20 S. Victoria Ave., Pueblo, Colo. Vincenzo Massari, ed. Official organ, District 15, United Mine Workers of America, Colum bian Federation of Italian American Societies."
XV. GENERAL LABOR (U.S),CONNECTICUT
XV. GENERAL LABOR (U.S),"New Britain Labor Standard (f.). New Britain, Conn."
XV. GENERAL LABOR (U.S),New Haven
XV. GENERAL LABOR (U.S),"Connecticut Labor News (w.). Saturdays. Established 1913, 8 pages, $1.50, circulation 5,600. I. M. Ornburn, 148 George Street, New Haven, Conn. W. W. Barry, ed. Official organ, Trades Counci1. Uses mats."
XV. GENERAL LABOR (U.S),DELAWARE Wilmington
XV. GENERAL LABOR (U.S),"Labor Gazette. Southern Building, Wilmington, De1. Labor Herald (w.). Saturdays. Established 1901, 8 pages,"
XV. GENERAL LABOR (U.S),"ft, circulation 6,800. Labor Herald Publishing Co., 415 hipley Street, Wilmington, De1. J. C. Saylor, ed. Uses mats."
XV. GENERAL LABOR (U.S),DISTRICT OF COLUMBIA
XV. GENERAL LABOR (U.S),Washington
XV. GENERAL LABOR (U.S),"Labor (w.). Saturdays. Established 1919, 4 pages, $2, cir culation 500,000. Labor Cooperative Educational and Publishing Society, 10 B Street, S.W., Washington, D. C. Edward Keating, ed. Owned and controlled by 16 associated railroad labor organizations."
XV. GENERAL LABOR (U.S),"Trades Unionist, The (w.). Saturdays. Established 1896, 8 pages, $2, circulation 5,000. John B. Colpoys, pub. and ed., 720 Fifth Street, N.W., Washington, D. C. Official organ, Central Labor Union, etc. American Federa tion of Labor Weekly News, International Labor News, uses mats."
XV. GENERAL LABOR (U.S),FLORIDA Jacksonville
XV. GENERAL LABOR (U.S),"Artisan (w.). Central Trades and Labor Council, Jackson ville, Fla."
XV. GENERAL LABOR (U.S),"Labor News, The (w.). Established 1922, 4-12 pages, $2, circulation 3,100. O. M. Hays, pub. and ed., P. O. Box 585, 133 West 16th Street, Jacksonville, Fla. En dorsed by Central Labor Union and railroad brother hoods. American Federation of Labor Weekly News, International Labor News. Miami"
XV. GENERAL LABOR (U.S),"Miami News (w.). Thursdays. Established 1920, 8-16 pages, $2, circulation 2,800. G. H. Russell, 14 S. East First Street, Miami, Fla. F. W. Shepper, ed. Offi cial organ, Central Labor Union, etc. American Fede ration of Labor Weekly News, International Labor News. Uses mats. Democratic. Tampa"
XV. GENERAL LABOR (U.S),"Florida Labor News (w.). Fridays. Established 1924, 6-40 pages, $2, circulation 3,500. The Florida Labor News Pub Co., Hampton Building, 713J4 Franklin Street, Tampa, Fla. A. B. Grout, ed. Official organ, Cen tral Trades and Labor Assembly. International Labor News, American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),"Internacional, El (w.). Spanish. Fridays. Established 1906, 4 pages, circulation 1,500. Joint Advisory Board, local unions, Cigarmakers' International Union of America, 1614 Eighth Avenue, P. O. Box 5116, Ybor City Sta., Tampa, Fla. J. M. Rodriguez, ed."
XV. GENERAL LABOR (U.S),GEORGIA
XV. GENERAL LABOR (U.S),Atlanta
XV. GENERAL LABOR (U.S),"Journal of Labor (w.). Fridays. Established 1898, 8 pages, $1.50, circulation 4,500. Jerome Jones, pub. and ed., Peters Building, Atlanta, Ga."
XV. GENERAL LABOR (U.S),Augusta
XV. GENERAL LABOR (U.S),"Labor Review (w.). Saturdays. Established 1915, 4-8 pages, $1, circulation 3,600. Labor Review Publishing Co., Campbell Building, Augusta, Ga. Max Wilk, ed."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ ILLINOIS 37
XV. GENERAL LABOR (U.S),Rome
XV. GENERAL LABOR (U.S),"Workman (w.). Fridays. Established 1919, $1. John R. Hardin, pub. and ed., Rome, Ga."
XV. GENERAL LABOR (U.S),Savannah
XV. GENERAL LABOR (U.S),"Gleaner (w.). Saturdays. Established 1913, $2. J. B. Far ley, pub. and ed., 107 Whitaker Street, Savannah, Ga."
XV. GENERAL LABOR (U.S),ILLINOIS
XV. GENERAL LABOR (U.S),Alton
XV. GENERAL LABOR (U.S),"Alton Leader, The (w.). Fridays. Established 1920, 4-8 pages, $2.50, circulation 3,500. Leader Printing Co., 321 State Street, Alton, Ill. H. C. Maddox, ed. Owned by labor unions. Official organ, Trades and Labor Assembly, etc. American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),"Aurora Fox River Leader.. Aurora, Ill."
XV. GENERAL LABOR (U.S),Bloomington
XV. GENERAL LABOR (U.S),"Searchlight, The (w.). Fridays. Established 1917, 4 pages, $2, circulation 4,000. Trades and Labor Assembly, 724 W. Washington Street, Bloomington, Ill. J. L. North, ed. International Labor News. Uses mats. ,"
XV. GENERAL LABOR (U.S),Champaign
XV. GENERAL LABOR (U.S),"Twin City Review (w.). Fridays. Established 1920, 4 pages, $2.50, circulation 3,000. The Twin City Cooperative Press, Inc., 116 N. First Street, Champaign, Ill. W. C. Aye, ed. Official organ, Twin City Federation of Labor. International Labor News, American Federa tion of Labor Weekly News Uses mats."
XV. GENERAL LABOR (U.S),Chicago
XV. GENERAL LABOR (U.S),"Federation News, The (w.). Saturdays. Established 1919, 12 pages, $2.50, circulation 15,000. Chicago Federation of Labor, 166 West Washington Street, Chicago, Ill. James Bruck, ed."
XV. GENERAL LABOR (U.S),"Illinois Labor News (m.). Established 1923, 4 pages, $1, circulation 16,000. Illinois Labor News, Inc., 105 West Monroe Street, Chicago, Ill. C. E. Bowers, ed. In ternational Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"Illinois State Federation of Labor Weekly News Letttr (w.). Saturdays. Established 1915, 4-8 pages. Illinois State Federation of Labor, 166 West Washington St., Chicago, Ill. Victor A. Olander, John H. Walker, eds. American Federation of Labor Weekly News. Sent to all affiliated local unions and central bodies."
XV. GENERAL LABOR (U.S),"Prosveta (d.). Established 1907, 4-8 pages, $5, circulation 13,834 5 days and Wednesdays 44,843. Slavonic Na tional Benefit Society, 2657-9 South Lawndale Avenue, Chicago, Ill. Joseph Zavertnik, John Molek, Andrew Kobal, eds. Sympathizes with unionism and Socialism."
XV. GENERAL LABOR (U.S),"Public Ownership (m.). Public Ownership League of Ameri ca, 127 North Dearborn Street, Chicago, Ill."
XV. GENERAL LABOR (U.S),"Rovnost Ludu (semi-w.). Established 1907, 8 pages, $4. Slovak workers, publishers, 1510 West 18th Street, Chicago, Ill. Endorsed by sick benefit societies. Uses mats."
XV. GENERAL LABOR (U.S),"Union Labor Advocate (m.). Established 1900, $1.50. George Hodge, pub. and ed., 107 N. Market Street, Chicago, Ill."
XV. GENERAL LABOR (U.S),"Union Labor News (w.). Saturdays. Established 1916, 8 pages, $2, circulation 56,220. American Labor Press, Inc., 160 North Wells Street, Chicago, Ill. Pete Cun- niflf, ed. Official organ, several local jinions. Uses mats."
XV. GENERAL LABOR (U.S),"Union Leader, The (w.). Saturdays. Established 1902, 8 pages, $1.25, circulation 22,000. Amalgamated Associa tion of Street and Electric Railway Employes of Ameri ca, 332 South Ashland Boulevard, Chicago, Ill. L. D. Bland, ed. American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),Danville
XV. GENERAL LABOR (U.S),"Labor Leader (w.). Thursdays. Established 1909, $2, cir culation 3,210. Harry Mueller, pub. and ed., 115 West Main Street, Danville, Ill. Uses mats."
XV. GENERAL LABOR (U.S),"Vermilion County Star (w.). Thursdays. Established 1923, 8 pages, $2.50, circulation 4,500. Vermilion County Publishing Association, 129% East Main Street, Danville, Ill. F. A. Leven, ed. Official organ, Trades and Labor Council, etc. International Labor News, Federated Press. Uses mats. Decatur"
XV. GENERAL LABOR (U.S),"Decatur Weekly News (w.). Wednesdays. Established 1920. 4 pages, $1, circulation 2,200. Trades Assembly and Local Unions, 716 East Eldorado Street, Decatur. Ill. R. G. Williams, ed. International Labor News. Galesburg"
XV. GENERAL LABOR (U.S),"Galesburg Labor News (w.). Fridays. Established 1894, 8 pages, $1.50, circulation 3,000. The Labor (News Co. Inc., 56 North Cherry Street, Galesburg, Ill. Thos. R. Downie, ed. Official organ, labor unions in district. Federated Press, American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ ILLINOIS 39
XV. GENERAL LABOR (U.S),"Sponge and Brush (m.). Established 1920, 8 pages, $.60, circulation 2,600. Painters' State Conference of Illinois, 56 N. Cherry Street, Galesburg, Ill. W. E. Geimer, Ingleside, Ill., ed. Uses mats. Johnston City"
XV. GENERAL LABOR (U.S),"Williamson County Miner (semi-w.). Established 1919, 8 pages, $2, circulation 2,134. Franklin Majority Co. Inc., 204 East 7th Street, Johnston City, Ill. Robert L. Drobeck, ed. Endorsed by United Mine Workers of America."
XV. GENERAL LABOR (U.S),Joliet
XV. GENERAL LABOR (U.S),"Commonwealth, The (w.). Thursdays. Established 1923, 8 pages, $2, circulation 4,133. Eugene H. Koehl, pub. and ed., 104 N. Desplaines Street, Joliet, Ill. Western Newspaper Union. Uses mats. Endorsed by Central Trades Labor Counci1."
XV. GENERAL LABOR (U.S),Peoria
XV. GENERAL LABOR (U.S),"Illinois Journal of Labor. Peoria, Ill."
XV. GENERAL LABOR (U.S),"Peoria Labor Gazette (w.). Fridays. Established 1896, 8 pages, $1.50. Walter S. and Frank N. Bush, 225 North Adams Street, Peoria, 11l. Walter S. Bush, ed. Offi cial organ, Central body. American Federation of Labor Weekly News, International Labor News. Quincy"
XV. GENERAL LABOR (U.S),"Labor Advocate, The (w.). Fridays. Established 1912, 8-16 pages, $1, circulation 2,786. The Royal Printing Co. Inc., 120 So. Seventh Street, Quincy, Ill. Henry G. Distelhorst, ed. Endorsed by Trades and Labor As sembly, etc. International Labor News. -Uses mats."
XV. GENERAL LABOR (U.S),"Quincy Labor News (w.). Saturdays. Established 1907, 8 pages, $1.50, circulation 2,770. W. H. Hoffman, pub. and ed., 331 Hampshire Street, Quincy, Ill. Endorsed by Trades and Labor Assembly, etc. Uses mats. Rockford"
XV. GENERAL LABOR (U.S),"Labor News (w.). Established 1913, $1.50. Labor News Printing Co., Inc., Rockford, Ill. W. R. Madden, ed. Rock Island"
XV. GENERAL LABOR (U.S),"Tri-City Labor Review (w.). Saturdays. Established 1911, 8 pages, $1.50. Tri-City Review Publishing Co., 311 21st Street, Rock Island, Ill. Charles Reagan, ed. Springfield"
XV. GENERAL LABOR (U.S),"Illinois Miner, The (w.). Saturdays. Established 1922, 8 pages, $1.50, circulation 63,000. District 12, United Mine Workers of America, Illinois Mine Workers Build ing, Springfield, Ill. Oscar Ameringer, Freda Hogan, eds. American Federation of Labor Weekly News, Federated Press. Uses mats."
XV. GENERAL LABOR (U.S),"Illinois Tradesman, The (w.). Fridays. Established 1898, 8 pages, $1, circulation 3,000. R. E. Woodmansee, pub. and ed., 2231/* South 6th Street, Springfield, Ill. Offi cial organ, Springfield Federation of Labor. Interna tional Labor News, Western Newspaper Union. Uses mats."
XV. GENERAL LABOR (U.S),INDIANA Evans ville
XV. GENERAL LABOR (U.S),"Labor Forum, The (w.). Fridays. Established 1919, 4 pages, $1, circulation 2,000. The Evansville Central Labor Union, 804 Main Street, Evansville, Ind. Fred Hohenberger, ed. International Labor News."
XV. GENERAL LABOR (U.S),"Fort Wayne Worker (w.). Room 6, Dehim Block, Fort Wayne, Ind."
XV. GENERAL LABOR (U.S),Gary
XV. GENERAL LABOR (U.S),"Central Labor Union News (w.). 642 Washington Street, Gary, Ind."
XV. GENERAL LABOR (U.S),Indianapolis
XV. GENERAL LABOR (U.S),"Union, The (f.). Established 1884, 8 pages, $3, circulation 6,000. The Union, 474 Century Building, Indianapolis, Ind. Harry Bassett, ed. Official organ, Central Labor Union. International Labor News. Uses mats. Union Labor News (f.). Established 1922, 8-40 pages, $3, circulation 8,000. Lowell H. and William R. Bassett, pub. and ed., 31 W. Ohio Street, Indianapolis, Ind. American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),South Bend
XV. GENERAL LABOR (U.S),"Free Press (w.). South Bend Typographical Union, 315J4 South Michigan Street, South Bend, Ind."
XV. GENERAL LABOR (U.S),Terre Haute
XV. GENERAL LABOR (U.S),"Advocate (w.). Fridays. Established 1919, $1.50, circula tion 1,900. Vigo County Central Labor Union, P. O. Box 653, Terre Haute, Ind."
XV. GENERAL LABOR (U.S),"IOWA Boone Independent (w.). Boone, Iowa."
XV. GENERAL LABOR (U.S),Burlington
XV. GENERAL LABOR (U.S),"Iowa Labor News (w.). Thursdays. Established 1919, 8 pages, $2, circulation 3,478. Mid-West Print Shop (Justice Printing & Publishing Co.), 424 N. Main St., Burlington, Iowa. Ralph J. McAnally, ed. American Federation of Labor Weekly News."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ KANSAS 41
XV. GENERAL LABOR (U.S),Cedar Rapids
XV. GENERAL LABOR (U.S),"Cedar Rapids Tribune, The (w.). Fridays. Established 1904, $1.50, circulation 4,385. R. G. Stewart, pub. and ed., 210 Third Avenue, Cedar Rapids, Iowa Inter national Labor .News, Iowa State Labor Press. Offi cial organ, Cedar Rapids Federation of Labor, Building Trades Counci1."
XV. GENERAL LABOR (U.S),Clinton
XV. GENERAL LABOR (U.S),"Tri-City Labor Voice (f.). Established 1900, $.50. Peter Hofmann, pub. and ed., Clinton, Iowa. Uses mats."
XV. GENERAL LABOR (U.S),Des Moines
XV. GENERAL LABOR (U.S),"Iowa Unionist, The (w.). Thursdays. Established 1899, 8- 12 pages, $1.50, circulation 5,000. Des Moines Trades and Labor Assembly, 609^ Mulberry Street, Des Moines, Iowa. L. O. Pouchot, bus. mgr. Uses mats."
XV. GENERAL LABOR (U.S),Dubuque
XV. GENERAL LABOR (U.S),"Daily American Tribune (d.) Established 1919, 8-10 pages, $6, circulation 17,350. Catholic Printing Co., Ill West 6th Street, Dubuque, Iowa. John P. Conner, Carl Nennig, Leo Doyle, Carl Ochs, eds. International News Service, National Catholic Welfare Council, United Press. Uses mats."
XV. GENERAL LABOR (U.S),"Leader (w.). Fridays. Established 1906, 8 pages, $150, cir culation 3,000. J. M. Conley, pub. and ed., Main and Sixth Streets, Dubuque, Iowa."
XV. GENERAL LABOR (U.S),Marshalltown
XV. GENERAL LABOR (U.S),"Marshalltown Labor World (w.). Thursdays. Established 1922, 8 pages, $1.50, circulation 3,600. John Goldwitzer, pub. and ed., 22 North Center Street, Marshalltown, Iowa. Official organ, Trades and Labor Assembly, In ternational Labor News, American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),Sioux City
XV. GENERAL LABOR (U.S),"Union Advocate, The (w.). Thursdays. Established 1895, . 8 pages, $2, circulation 3,250. W. H. Bastion, 522-4 Nebraska Street, Sioux City, Iowa. Wallace M. Short, ed. Official organ, Trades and Labor Assembly, In ternational Labor News. Uses mats."
XV. GENERAL LABOR (U.S),KANSAS Kansas City
XV. GENERAL LABOR (U.S),"Labor Bulletin (w.). Fridays. Established 1918, 4-24 pages, $1, circulation 6-10,000. Central Labor Union, 530 Min nesota Avenue, Kansas City, Kansas. J. A. Woulf, ed."
XV. GENERAL LABOR (U.S),Leavenworth
XV. GENERAL LABOR (U.S),"Chronicle, The (w.). Fridays. Established 1908, 4-8 pages, $1, circulation 1,200. R. E. Davis, pub. and ed., 518 Cherokee Street, Leavenworth, Kansas."
XV. GENERAL LABOR (U.S),Pittsburg
XV. GENERAL LABOR (U.S),"Lavoratore Italiano (f.). Established 1901, 4 pages, $2, circulation 2,000. Edoardo Caffaro, pub. and ed., Pitts- burg, Kansas."
XV. GENERAL LABOR (U.S),Scammon
XV. GENERAL LABOR (U.S),"Echo-Boomer (w.). Thursdays. Established 1922, 4 pages, $1, circulation 650. James Chase, pub. and ed., Scam mon, Kansas. Western Newspaper Union."
XV. GENERAL LABOR (U.S),Topeka
XV. GENERAL LABOR (U.S),"Kansas Trades Unionist (w.). Fridays. Established 1906, 4-8 pages, $1.50, circulation 1,000. Merit Printing Co., 625 Jackson Street, Topeka, Kansas. W. E. Bush, ed. Endorsed by Industrial Council and State Federation of Labor. American Federation of Labor Weekly News. Farmer-Labor politics."
XV. GENERAL LABOR (U.S),Wichita
XV. GENERAL LABOR (U.S),"Plaindealer (w.). Wichita Trades and Labor Assembly, Wichita, Kas."
XV. GENERAL LABOR (U.S),KENTUCKY Himlerville
XV. GENERAL LABOR (U.S),"Magyar Banyaszlap (w.). Thursdays. Established 1913, 8 pages, $2, circulation 14,058. Miners Journal Publish ing Co., Himlerville, Ky. Andrew Fisher, ed. Inde pendent radica1."
XV. GENERAL LABOR (U.S),Lexington
XV. GENERAL LABOR (U.S),"Labor Advocate (m.). Established 1923, 4 pages, $.50, cir culation 1,000. W. J. Shanahan, pub. and ed., 139 North Broadway (Labor Hall), Lexington, Ky. Offi cial organ, Central Labor Union. Louisville"
XV. GENERAL LABOR (U.S),"Journal of Labor (w.). Saturdays. Established 1900, $.50. Sigmond A. Lee, pub. and ed., Republic Building, Louisville, Ky."
XV. GENERAL LABOR (U.S),"Labor Union, The (w.). 131 West Market Street, Louisville, Ky."
XV. GENERAL LABOR (U.S),"Louisville American (w.). Fridays. Established 1919, 4 pages, $2, circulation 3,250. Union Press Association, 609 Republic Building, Louisville, Ky. Co1. J. H. Brewer, ed. Official organ, Railway Employees Central Body. American Federation of Labor News Services, Civil Liberties Service. Uses mats."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ LOUISIANA 43
XV. GENERAL LABOR (U.S),"New Era (w.). Saturdays. Established 1889, 4 pages, $1, circulation 1,500. H. M. Givan, pub. and ed., 121 South Third Street, Louisville, Ky."
XV. GENERAL LABOR (U.S),Newport
XV. GENERAL LABOR (U.S),"Labor Herald (w.). Thursdays. Established 1917, $1. Trades and Labor Assembly of Kenton and Campbell Counties, Newport, Ky. W. C. Benton, ed."
XV. GENERAL LABOR (U.S),LOUISIANA
XV. GENERAL LABOR (U.S),Leesville
XV. GENERAL LABOR (U.S),"American Vanguard, The (m.). Established 1904, 16 pages, $1, circulation 25,000. The National Rip-Saw Publish ing Co., Leesville, Louisiana, and Box 1128, Chicago, Ill. Kate Richards and Frank P. O'Hare, eds. Pro gressive politically."
XV. GENERAL LABOR (U.S),New Orleans
XV. GENERAL LABOR (U.S),"Federationist, The, (w.). Fridays. Estabjished 1918, 8 pages, $2, circulation 8,498. Union Printing & Publish ing Co. Inc., 520 Conti Street, New Orleans, La. R. N. Stephens, ed. Official organ, State Federation of Labor. American Federation of Labor news services. Uses mats. Independent Democratic."
XV. GENERAL LABOR (U.S),"Labor Record (w.). 320 St. Charles Street, New Orleans, La."
XV. GENERAL LABOR (U.S),"Railroad Brotherhoods Journal (m.). Established 1922, 16 pages, $1, circulation 4,200. Union Printing & Publish ing Co., Inc., 520 Conti Street, New Orleans, La. R. N. Stephens, ed. Official organ, Council of Railway Workers. Publishing company owned by unions and unionists."
XV. GENERAL LABOR (U.S),MAINE
XV. GENERAL LABOR (U.S),Portland
XV. GENERAL LABOR (U.S),"Maine Labor Leader. 223 Middle Street, Portland, Maine."
XV. GENERAL LABOR (U.S),MARYLAND
XV. GENERAL LABOR (U.S),Baltimore
XV. GENERAL LABOR (U.S),"Baltimore Federationist, The (w.). Fridays. Established 1921, 4-8 pages, $2, circulation 7,000. Baltimore Fede ration of Labor, 1222 St. Paul Street, Baltimore, Md. Henry F. Broening, ed. American Federation of Labor Weekly News, League for Industrial Democracy, Na tional Catholic Welfare Counci1. Official organ, Mary land State and Baltimore Federations of Labor."
XV. GENERAL LABOR (U.S),"Baltimore Trades Unionist (w.). Building Trades Council, 102 East Lexington Street, Baltimore, Md."
XV. GENERAL LABOR (U.S),"Labor Leader (w.)- Saturdays. Established 1902, $1. Labor Leader Pub. Co., Franklin Building, Baltimore, Md. John H. Ferguson, ed."
XV. GENERAL LABOR (U.S),MASSACHUSETTS Boston
XV. GENERAL LABOR (U.S),"Darbininkas (tri-w.). Established 1915, 4 pages, $4.50, circulation 8,000. Lithuanian Association of Labor, 366 West Broadway, South Boston, Mass. P. Gudas, ed., P. Dauzvardis, asst. ed. Democratic."
XV. GENERAL LABOR (U.S),"Wage Earner, The (w.). Saturdays. Established 1908, 8-12 pages, $2.50, 5,000 circulation. The Wage Earner Pub lishing Co., 263 Northampton Street, Boston, Mass. Augustus Seaver, ed. Endorsed by local unions. In ternational Labor News. Uses mats. Republican."
XV. GENERAL LABOR (U.S),Brockton
XV. GENERAL LABOR (U.S),"Brockton Diamond (w.). Fridays Established 1892, $1. Brockton Diamond Co., Brockton, Mass. E. Gerry Brown, ed."
XV. GENERAL LABOR (U.S),Springfield
XV. GENERAL LABOR (U.S),"Western Massachusetts Labor Review (m.). 175 State St., Springfield, Mass."
XV. GENERAL LABOR (U.S),Worcester
XV. GENERAL LABOR (U.S),"Labor News, The (w.). Fridays. Established 1906, 8 pages, $l, circulation 5,500. News Printing and Publishing Co., 17 Federal Street, Worcester, Mass. Freeman M. Sal- tus, ed. Endorsed by Central Labor Union, etc. In ternational Labor News, American Federation of Labor Weekly news. Uses mats."
XV. GENERAL LABOR (U.S),"New England Labor Review (m.). 19 Foster Street, Wor cester, Mass. ' t"
XV. GENERAL LABOR (U.S),MICHIGAN Bay City
XV. GENERAL LABOR (U.S),"Industrial Herald, The (w.). Fridays. Established 1900, 4-8 pages, $1, circulation 2,500. George Washington, 309 Ninth Street, Bay City, Mich. E. C. Washington, .ed. Official organ, Central Trades Counci1. American Federation of Labor Weekly News, Western Newspaper Union. Uses mats."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ MINNESOTA 45
XV. GENERAL LABOR (U.S),Detroit
XV. GENERAL LABOR (U.S),"Detroit Labor News (w.). Fridays. Established 1914, 4-8 pages, subscription $2, circulation 20,000. Detroit Fede ration of Labor, 274 East High Street, Detroit, Mich. Dennis E. Batt, ed. Federated Press, International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"Glos Robotniczy (w.). Fridays. Established 1914, 8 pages, $2.50, circulation 15,000 International Publishing Asso ciation, 5937 Michigan Ave., Detroit, Mich. Stanley No- wak, ed. Federated Press. Uses mats."
XV. GENERAL LABOR (U.S),Grand Rapids
XV. GENERAL LABOR (U.S),"Observer, The (w.). Mondays. Established 1906, 8 pages, $1, circulation 3,000. Claude O. Taylor, pub. and ed., ISO*/, Lyon Street, N.W., Grand Rapids, Mich. Am erican Federation of Labor Weekly News, International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),Jackson
XV. GENERAL LABOR (U.S),"Square Deal, The (w.). Thursdays. Established 1907, 8 pages, $1, circulation 3,500. James G. Henley, pub. and ed., 121 West Pearl Street, Jackson, Mich. Official organ, Central bodies of Jackson, Ann Arbor, Battle Creek, Kalamazoo and Albion, Mich. International Labor News. American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),Lansing
XV. GENERAL LABOR (U.S),"Lansing Industrial News (w.). Fridays. Established 1921, 16 pages, $2, circulation 5,000. George H. Allen, pub. and ed., 109% North Washington Avenue, Lansing, Mich. Uses mats."
XV. GENERAL LABOR (U.S),Saginaw
XV. GENERAL LABOR (U.S),"Workers Voice, The (w.). Thursdays. Established 1911, 8 pages, $1, circulation 2,000. The Citizen Publishing Co., 311 Court Street, Saginaw, Mich. Edwin R. Cornish, ed. Endorsed by District 24, United Mine Workers, Central body, etc. Western Newspaper Union. Uses mats."
XV. GENERAL LABOR (U.S),MINNESOTA Duluth
XV. GENERAL LABOR (U.S),"Labor World, The (w.). Saturdays. Established 1896, 6 pages, $2, circulation 6,500. William E. McEwen, pub. and ed., 701 Palladio Building, Duluth, Minn. Inter national Labor News. Uses mats. Farmer-Labor politics."
XV. GENERAL LABOR (U.S),Ribbing
XV. GENERAL LABOR (U.S),"St Louis County Independent (w.). Fridays. Estab lished 1922, 8 pages, $2, circulation 1,500. Farmer-Labor Publishing Co., 1915 Fifth Avenue, Hibbing, Minn. Oscar A. Widstrand, ed. Endorsed by labor and farmers' organizations. American Federation of Labor Weekly News, Federated Press. Uses mats. Minneapolis"
XV. GENERAL LABOR (U.S),"Minneapolis Labor Review, The (w.). Fridays. Estab lished 1907, 4 pages, $2. Minneapolis Central Labor Union, pub., 405 Sixth Street, South, Minneapolis, Minn. R. D. Cramer, Budd L. McKillips, eds. Inter national Labor News. Uses mats. St. Paul"
XV. GENERAL LABOR (U.S),"Minnesota Union Advocate (w.). Thursdays. Established 1896, 8 pages, $2, circulation 12,000. St. Paul Trades and Labor Assembly, 158 East Third Street, St. Paul, Minn. William Mahoney, ed. International Labor News, Federated Press. Uses mats. Farmer-Labor politics."
XV. GENERAL LABOR (U.S),Two Harbors
XV. GENERAL LABOR (U.S),"Lake County Chronicle (w.). Thursdays. Established 1919, 12 pages, $1.50, circulation 1,850. Peoples Publishing Co., Two Harbors, Minn. C. M. Hillman, ed. In dependent progressive. Uses mats Virginia"
XV. GENERAL LABOR (U.S),"Range Labor News (w.). Virginia, Minn."
XV. GENERAL LABOR (U.S),Winona
XV. GENERAL LABOR (U.S),"Labor News (w.). Winona, Minn."
XV. GENERAL LABOR (U.S),MISSOURI
XV. GENERAL LABOR (U.S),Hannibal
XV. GENERAL LABOR (U.S),"Hannibal Labor Press (w.). Fridays. Established 1915, 10-12 pages, $1, circulation 2,476. B. F. Brown, pub. and ed., I. O. O. Building, Hannibal, Mo. Official organ, Trades and Labor Assembly. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),Jefferson City
XV. GENERAL LABOR (U.S),"Missouri Trades Unionist, The (w.). Wednesdays. Es tablished 1906 at Jpplin, Mo., removed to Jefferson City, 1924, 4-8 pages, $2, circulation 3,000. Charles W. Fear, pub. and ed., Room 1, Central Hotel, Jeffer son City, Mo. Official organ, Central Labor Union. American Federation of Labor Weekly News."
XV. GENERAL LABOR (U.S),"Joplin Labor Tribune (w.). Joplin, Mo."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ MONTANA 47
XV. GENERAL LABOR (U.S),Kansas City
