Category,Periodical
GENERAL LABOR (U.S),"Labor News, The (weekly). Established 1922, 4-12 pages, $2, circulation 3,100. O. M. Hays, pub. and ed., P. O. Box 585, 133 West 16th Street, Jacksonville, Fla. En dorsed by Central Labor Union and railroad brother hoods. American Federation of Labor Weekly News, International Labor News. Miami"
GENERAL LABOR (U.S),"Miami News (weekly). Thursdays. Established 1920, 8-16 pages, $2, circulation 2,800. G. H. Russell, 14 S. East First Street, Miami, Fla. F. W. Shepper, ed. Offi cial organ, Central Labor Union, etc. American Fede ration of Labor Weekly News, International Labor News. Uses mats. Democratic. Tampa"
GENERAL LABOR (U.S),"Florida Labor News (weekly). Fridays. Established 1924, 6-40 pages, $2, circulation 3,500. The Florida Labor News Pub Co., Hampton Building, 713J4 Franklin Street, Tampa, Fla. A. B. Grout, ed. Official organ, Cen tral Trades and Labor Assembly. International Labor News, American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Internacional, El (weekly). Spanish. Fridays. Established 1906, 4 pages, circulation 1,500. Joint Advisory Board, local unions, Cigarmakers' International Union of America, 1614 Eighth Avenue, P. O. Box 5116, Ybor City Sta., Tampa, Fla. J. M. Rodriguez, ed."
GENERAL LABOR (U.S),"Journal of Labor (weekly). Fridays. Established 1898, 8 pages, $1.50, circulation 4,500. Jerome Jones, pub. and ed., Peters Building, Atlanta, Ga."
GENERAL LABOR (U.S),"Labor Review (weekly). Saturdays. Established 1915, 4-8 pages, $1, circulation 3,600. Labor Review Publishing Co., Campbell Building, Augusta, Ga. Max Wilk, ed."
GENERAL LABOR (U.S),"Workman (weekly). Fridays. Established 1919, $1. John R. Hardin, pub. and ed., Rome, Ga."
GENERAL LABOR (U.S),"Gleaner (weekly). Saturdays. Established 1913, $2. J. B. Far ley, pub. and ed., 107 Whitaker Street, Savannah, Ga."
GENERAL LABOR (U.S),"Alton Leader, The (weekly). Fridays. Established 1920, 4-8 pages, $2.50, circulation 3,500. Leader Printing Co., 321 State Street, Alton, Ill. H. C. Maddox, ed. Owned by labor unions. Official organ, Trades and Labor Assembly, etc. American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Aurora Fox River Leader.. Aurora, Ill."
GENERAL LABOR (U.S),"Searchlight, The (weekly). Fridays. Established 1917, 4 pages, $2, circulation 4,000. Trades and Labor Assembly, 724 W. Washington Street, Bloomington, Ill. J. L. North, ed. International Labor News. Uses mats. ,"
GENERAL LABOR (U.S),"Twin City Review (weekly). Fridays. Established 1920, 4 pages, $2.50, circulation 3,000. The Twin City Cooperative Press, Inc., 116 N. First Street, Champaign, Ill. W. C. Aye, ed. Official organ, Twin City Federation of Labor. International Labor News, American Federa tion of Labor Weekly News Uses mats."
GENERAL LABOR (U.S),"Federation News, The (weekly). Saturdays. Established 1919, 12 pages, $2.50, circulation 15,000. Chicago Federation of Labor, 166 West Washington Street, Chicago, Ill. James Bruck, ed."
GENERAL LABOR (U.S),"Illinois Labor News (monthly). Established 1923, 4 pages, $1, circulation 16,000. Illinois Labor News, Inc., 105 West Monroe Street, Chicago, Ill. C. E. Bowers, ed. In ternational Labor News. Uses mats."
GENERAL LABOR (U.S),"Illinois State Federation of Labor Weekly News Letttr (weekly). Saturdays. Established 1915, 4-8 pages. Illinois State Federation of Labor, 166 West Washington St., Chicago, Ill. Victor A. Olander, John H. Walker, eds. American Federation of Labor Weekly News. Sent to all affiliated local unions and central bodies."
GENERAL LABOR (U.S),"Prosveta (daily). Established 1907, 4-8 pages, $5, circulation 13,834 5 days and Wednesdays 44,843. Slavonic Na tional Benefit Society, 2657-9 South Lawndale Avenue, Chicago, Ill. Joseph Zavertnik, John Molek, Andrew Kobal, eds. Sympathizes with unionism and Socialism."
GENERAL LABOR (U.S),"Public Ownership (monthly). Public Ownership League of Ameri ca, 127 North Dearborn Street, Chicago, Ill."
GENERAL LABOR (U.S),"Rovnost Ludu (semi-w.). Established 1907, 8 pages, $4. Slovak workers, publishers, 1510 West 18th Street, Chicago, Ill. Endorsed by sick benefit societies. Uses mats."
GENERAL LABOR (U.S),"Union Labor Advocate (monthly). Established 1900, $1.50. George Hodge, pub. and ed., 107 N. Market Street, Chicago, Ill."
GENERAL LABOR (U.S),"Union Labor News (weekly). Saturdays. Established 1916, 8 pages, $2, circulation 56,220. American Labor Press, Inc., 160 North Wells Street, Chicago, Ill. Pete Cun- niflf, ed. Official organ, several local jinions. Uses mats."
GENERAL LABOR (U.S),"Union Leader, The (weekly). Saturdays. Established 1902, 8 pages, $1.25, circulation 22,000. Amalgamated Associa tion of Street and Electric Railway Employes of Ameri ca, 332 South Ashland Boulevard, Chicago, Ill. L. D. Bland, ed. American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Labor Leader (weekly). Thursdays. Established 1909, $2, cir culation 3,210. Harry Mueller, pub. and ed., 115 West Main Street, Danville, Ill. Uses mats."
GENERAL LABOR (U.S),"Vermilion County Star (weekly). Thursdays. Established 1923, 8 pages, $2.50, circulation 4,500. Vermilion County Publishing Association, 129% East Main Street, Danville, Ill. F. A. Leven, ed. Official organ, Trades and Labor Council, etc. International Labor News, Federated Press. Uses mats. Decatur"
GENERAL LABOR (U.S),"Decatur Weekly News (weekly). Wednesdays. Established 1920. 4 pages, $1, circulation 2,200. Trades Assembly and Local Unions, 716 East Eldorado Street, Decatur. Ill. R. G. Williams, ed. International Labor News. Galesburg"
GENERAL LABOR (U.S),"Galesburg Labor News (weekly). Fridays. Established 1894, 8 pages, $1.50, circulation 3,000. The Labor (News Co. Inc., 56 North Cherry Street, Galesburg, Ill. Thos. R. Downie, ed. Official organ, labor unions in district. Federated Press, American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Sponge and Brush (monthly). Established 1920, 8 pages, $.60, circulation 2,600. Painters' State Conference of Illinois, 56 N. Cherry Street, Galesburg, Ill. W. E. Geimer, Ingleside, Ill., ed. Uses mats. Johnston City"
GENERAL LABOR (U.S),"Williamson County Miner (semi-w.). Established 1919, 8 pages, $2, circulation 2,134. Franklin Majority Co. Inc., 204 East 7th Street, Johnston City, Ill. Robert L. Drobeck, ed. Endorsed by United Mine Workers of America."
GENERAL LABOR (U.S),"Commonwealth, The (weekly). Thursdays. Established 1923, 8 pages, $2, circulation 4,133. Eugene H. Koehl, pub. and ed., 104 N. Desplaines Street, Joliet, Ill. Western Newspaper Union. Uses mats. Endorsed by Central Trades Labor Counci1."
GENERAL LABOR (U.S),"Illinois Journal of Labor. Peoria, Ill."
GENERAL LABOR (U.S),"Peoria Labor Gazette (weekly). Fridays. Established 1896, 8 pages, $1.50. Walter S. and Frank N. Bush, 225 North Adams Street, Peoria, 11l. Walter S. Bush, ed. Offi cial organ, Central body. American Federation of Labor Weekly News, International Labor News. Quincy"
GENERAL LABOR (U.S),"Labor Advocate, The (weekly). Fridays. Established 1912, 8-16 pages, $1, circulation 2,786. The Royal Printing Co. Inc., 120 So. Seventh Street, Quincy, Ill. Henry G. Distelhorst, ed. Endorsed by Trades and Labor As sembly, etc. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Quincy Labor News (weekly). Saturdays. Established 1907, 8 pages, $1.50, circulation 2,770. W. H. Hoffman, pub. and ed., 331 Hampshire Street, Quincy, Ill. Endorsed by Trades and Labor Assembly, etc. Uses mats. Rockford"
GENERAL LABOR (U.S),"Labor News (weekly). Established 1913, $1.50. Labor News Printing Co., Inc., Rockford, Ill. W. R. Madden, ed. Rock Island"
GENERAL LABOR (U.S),"Tri-City Labor Review (weekly). Saturdays. Established 1911, 8 pages, $1.50. Tri-City Review Publishing Co., 311 21st Street, Rock Island, Ill. Charles Reagan, ed. Springfield"
GENERAL LABOR (U.S),"Illinois Miner, The (weekly). Saturdays. Established 1922, 8 pages, $1.50, circulation 63,000. District 12, United Mine Workers of America, Illinois Mine Workers Build ing, Springfield, Ill. Oscar Ameringer, Freda Hogan, eds. American Federation of Labor Weekly News, Federated Press. Uses mats."
GENERAL LABOR (U.S),"Illinois Tradesman, The (weekly). Fridays. Established 1898, 8 pages, $1, circulation 3,000. R. E. Woodmansee, pub. and ed., 2231/* South 6th Street, Springfield, Ill. Offi cial organ, Springfield Federation of Labor. Interna tional Labor News, Western Newspaper Union. Uses mats."
GENERAL LABOR (U.S),"Labor Forum, The (weekly). Fridays. Established 1919, 4 pages, $1, circulation 2,000. The Evansville Central Labor Union, 804 Main Street, Evansville, Ind. Fred Hohenberger, ed. International Labor News."
GENERAL LABOR (U.S),"Fort Wayne Worker (weekly). Room 6, Dehim Block, Fort Wayne, Ind."
GENERAL LABOR (U.S),"Central Labor Union News (weekly). 642 Washington Street, Gary, Ind."
GENERAL LABOR (U.S),"Union, The (fortnightly). Established 1884, 8 pages, $3, circulation 6,000. The Union, 474 Century Building, Indianapolis, Ind. Harry Bassett, ed. Official organ, Central Labor Union. International Labor News. Uses mats. Union Labor News (fortnightly). Established 1922, 8-40 pages, $3, circulation 8,000. Lowell H. and William R. Bassett, pub. and ed., 31 W. Ohio Street, Indianapolis, Ind. American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Free Press (weekly). South Bend Typographical Union, 315J4 South Michigan Street, South Bend, Ind."
GENERAL LABOR (U.S),"Advocate (weekly). Fridays. Established 1919, $1.50, circula tion 1,900. Vigo County Central Labor Union, P. O. Box 653, Terre Haute, Ind."
GENERAL LABOR (U.S),"Boone Independent (weekly). Boone, Iowa."
GENERAL LABOR (U.S),"Iowa Labor News (weekly). Thursdays. Established 1919, 8 pages, $2, circulation 3,478. Mid-West Print Shop (Justice Printing & Publishing Co.), 424 N. Main St., Burlington, Iowa. Ralph J. McAnally, ed. American Federation of Labor Weekly News."
GENERAL LABOR (U.S),"Cedar Rapids Tribune, The (weekly). Fridays. Established 1904, $1.50, circulation 4,385. R. G. Stewart, pub. and ed., 210 Third Avenue, Cedar Rapids, Iowa Inter national Labor .News, Iowa State Labor Press. Offi cial organ, Cedar Rapids Federation of Labor, Building Trades Counci1."
GENERAL LABOR (U.S),"Tri-City Labor Voice (fortnightly). Established 1900, $.50. Peter Hofmann, pub. and ed., Clinton, Iowa. Uses mats."
GENERAL LABOR (U.S),"Iowa Unionist, The (weekly). Thursdays. Established 1899, 8- 12 pages, $1.50, circulation 5,000. Des Moines Trades and Labor Assembly, 609^ Mulberry Street, Des Moines, Iowa. L. O. Pouchot, bus. mgr. Uses mats."
GENERAL LABOR (U.S),"Daily American Tribune (daily) Established 1919, 8-10 pages, $6, circulation 17,350. Catholic Printing Co., Ill West 6th Street, Dubuque, Iowa. John P. Conner, Carl Nennig, Leo Doyle, Carl Ochs, eds. International News Service, National Catholic Welfare Council, United Press. Uses mats."
GENERAL LABOR (U.S),"Leader (weekly). Fridays. Established 1906, 8 pages, $150, cir culation 3,000. J. M. Conley, pub. and ed., Main and Sixth Streets, Dubuque, Iowa."
GENERAL LABOR (U.S),"Marshalltown Labor World (weekly). Thursdays. Established 1922, 8 pages, $1.50, circulation 3,600. John Goldwitzer, pub. and ed., 22 North Center Street, Marshalltown, Iowa. Official organ, Trades and Labor Assembly, In ternational Labor News, American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Union Advocate, The (weekly). Thursdays. Established 1895, . 8 pages, $2, circulation 3,250. W. H. Bastion, 522-4 Nebraska Street, Sioux City, Iowa. Wallace M. Short, ed. Official organ, Trades and Labor Assembly, In ternational Labor News. Uses mats."
GENERAL LABOR (U.S),"Labor Bulletin (weekly). Fridays. Established 1918, 4-24 pages, $1, circulation 6-10,000. Central Labor Union, 530 Min nesota Avenue, Kansas City, Kansas. J. A. Woulf, ed."
GENERAL LABOR (U.S),"Chronicle, The (weekly). Fridays. Established 1908, 4-8 pages, $1, circulation 1,200. R. E. Davis, pub. and ed., 518 Cherokee Street, Leavenworth, Kansas."
GENERAL LABOR (U.S),"Lavoratore Italiano (fortnightly). Established 1901, 4 pages, $2, circulation 2,000. Edoardo Caffaro, pub. and ed., Pitts- burg, Kansas."
GENERAL LABOR (U.S),"Echo-Boomer (weekly). Thursdays. Established 1922, 4 pages, $1, circulation 650. James Chase, pub. and ed., Scam mon, Kansas. Western Newspaper Union."
GENERAL LABOR (U.S),"Kansas Trades Unionist (weekly). Fridays. Established 1906, 4-8 pages, $1.50, circulation 1,000. Merit Printing Co., 625 Jackson Street, Topeka, Kansas. W. E. Bush, ed. Endorsed by Industrial Council and State Federation of Labor. American Federation of Labor Weekly News. Farmer-Labor politics."
GENERAL LABOR (U.S),"Plaindealer (weekly). Wichita Trades and Labor Assembly, Wichita, Kas."
GENERAL LABOR (U.S),"Magyar Banyaszlap (weekly). Thursdays. Established 1913, 8 pages, $2, circulation 14,058. Miners Journal Publish ing Co., Himlerville, Ky. Andrew Fisher, ed. Inde pendent radica1."
GENERAL LABOR (U.S),"Labor Advocate (monthly). Established 1923, 4 pages, $.50, cir culation 1,000. W. J. Shanahan, pub. and ed., 139 North Broadway (Labor Hall), Lexington, Ky. Offi cial organ, Central Labor Union. Louisville"
GENERAL LABOR (U.S),"Journal of Labor (weekly). Saturdays. Established 1900, $.50. Sigmond A. Lee, pub. and ed., Republic Building, Louisville, Ky."
GENERAL LABOR (U.S),"Labor Union, The (weekly). 131 West Market Street, Louisville, Ky."
GENERAL LABOR (U.S),"Louisville American (weekly). Fridays. Established 1919, 4 pages, $2, circulation 3,250. Union Press Association, 609 Republic Building, Louisville, Ky. Co1. J. H. Brewer, ed. Official organ, Railway Employees Central Body. American Federation of Labor News Services, Civil Liberties Service. Uses mats."
GENERAL LABOR (U.S),"New Era (weekly). Saturdays. Established 1889, 4 pages, $1, circulation 1,500. H. M. Givan, pub. and ed., 121 South Third Street, Louisville, Ky."
GENERAL LABOR (U.S),Newport
GENERAL LABOR (U.S),"Labor Herald (weekly). Thursdays. Established 1917, $1. Trades and Labor Assembly of Kenton and Campbell Counties, Newport, Ky. W. C. Benton, ed."
GENERAL LABOR (U.S),"American Vanguard, The (monthly). Established 1904, 16 pages, $1, circulation 25,000. The National Rip-Saw Publish ing Co., Leesville, Louisiana, and Box 1128, Chicago, Ill. Kate Richards and Frank P. O'Hare, eds. Pro gressive politically."
GENERAL LABOR (U.S),"Federationist, The, (weekly). Fridays. Estabjished 1918, 8 pages, $2, circulation 8,498. Union Printing & Publish ing Co. Inc., 520 Conti Street, New Orleans, La. R. N. Stephens, ed. Official organ, State Federation of Labor. American Federation of Labor news services. Uses mats. Independent Democratic."
GENERAL LABOR (U.S),"Labor Record (weekly). 320 St. Charles Street, New Orleans, La."
GENERAL LABOR (U.S),"Railroad Brotherhoods Journal (monthly). Established 1922, 16 pages, $1, circulation 4,200. Union Printing & Publish ing Co., Inc., 520 Conti Street, New Orleans, La. R. N. Stephens, ed. Official organ, Council of Railway Workers. Publishing company owned by unions and unionists."
GENERAL LABOR (U.S),"Maine Labor Leader. 223 Middle Street, Portland, Maine."
GENERAL LABOR (U.S),"Baltimore Federationist, The (weekly). Fridays. Established 1921, 4-8 pages, $2, circulation 7,000. Baltimore Fede ration of Labor, 1222 St. Paul Street, Baltimore, Md. Henry F. Broening, ed. American Federation of Labor Weekly News, League for Industrial Democracy, Na tional Catholic Welfare Counci1. Official organ, Mary land State and Baltimore Federations of Labor."
GENERAL LABOR (U.S),"Baltimore Trades Unionist (weekly). Building Trades Council, 102 East Lexington Street, Baltimore, Md."
GENERAL LABOR (U.S),"Labor Leader (weekly-Saturdays). Established 1902, $1. Labor Leader Pub. Co., Franklin Building, Baltimore, Md. John H. Ferguson, ed."
GENERAL LABOR (U.S),"Darbininkas (tri-w.). Established 1915, 4 pages, $4.50, circulation 8,000. Lithuanian Association of Labor, 366 West Broadway, South Boston, Mass. P. Gudas, ed., P. Dauzvardis, asst. ed. Democratic."
GENERAL LABOR (U.S),"Wage Earner, The (weekly). Saturdays. Established 1908, 8-12 pages, $2.50, 5,000 circulation. The Wage Earner Pub lishing Co., 263 Northampton Street, Boston, Mass. Augustus Seaver, ed. Endorsed by local unions. In ternational Labor News. Uses mats. Republican."
GENERAL LABOR (U.S),"Brockton Diamond (weekly). Fridays Established 1892, $1. Brockton Diamond Co., Brockton, Mass. E. Gerry Brown, ed."
GENERAL LABOR (U.S),"Western Massachusetts Labor Review (monthly). 175 State St., Springfield, Mass."
GENERAL LABOR (U.S),"Labor News, The (weekly). Fridays. Established 1906, 8 pages, $l, circulation 5,500. News Printing and Publishing Co., 17 Federal Street, Worcester, Mass. Freeman M. Sal- tus, ed. Endorsed by Central Labor Union, etc. In ternational Labor News, American Federation of Labor Weekly news. Uses mats."
GENERAL LABOR (U.S),"New England Labor Review (monthly). 19 Foster Street, Worcester, Mass."
GENERAL LABOR (U.S),"Industrial Herald, The (weekly). Fridays. Established 1900, 4-8 pages, $1, circulation 2,500. George Washington, 309 Ninth Street, Bay City, Mich. E. C. Washington, .ed. Official organ, Central Trades Counci1. American Federation of Labor Weekly News, Western Newspaper Union. Uses mats."
GENERAL LABOR (U.S),"Detroit Labor News (weekly). Fridays. Established 1914, 4-8 pages, subscription $2, circulation 20,000. Detroit Fede ration of Labor, 274 East High Street, Detroit, Mich. Dennis E. Batt, ed. Federated Press, International Labor News. Uses mats."
GENERAL LABOR (U.S),"Glos Robotniczy (weekly). Fridays. Established 1914, 8 pages, $2.50, circulation 15,000 International Publishing Asso ciation, 5937 Michigan Ave., Detroit, Mich. Stanley No- wak, ed. Federated Press. Uses mats."
GENERAL LABOR (U.S),"Observer, The (weekly). Mondays. Established 1906, 8 pages, $1, circulation 3,000. Claude O. Taylor, pub. and ed., ISO*/, Lyon Street, N.W., Grand Rapids, Mich. Am erican Federation of Labor Weekly News, International Labor News. Uses mats."
GENERAL LABOR (U.S),"Square Deal, The (weekly). Thursdays. Established 1907, 8 pages, $1, circulation 3,500. James G. Henley, pub. and ed., 121 West Pearl Street, Jackson, Mich. Official organ, Central bodies of Jackson, Ann Arbor, Battle Creek, Kalamazoo and Albion, Mich. International Labor News. American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Lansing Industrial News (weekly). Fridays. Established 1921, 16 pages, $2, circulation 5,000. George H. Allen, pub. and ed., 109% North Washington Avenue, Lansing, Mich. Uses mats."
GENERAL LABOR (U.S),"Workers Voice, The (weekly). Thursdays. Established 1911, 8 pages, $1, circulation 2,000. The Citizen Publishing Co., 311 Court Street, Saginaw, Mich. Edwin R. Cornish, ed. Endorsed by District 24, United Mine Workers, Central body, etc. Western Newspaper Union. Uses mats."
GENERAL LABOR (U.S),"Labor World, The (weekly). Saturdays. Established 1896, 6 pages, $2, circulation 6,500. William E. McEwen, pub. and ed., 701 Palladio Building, Duluth, Minn. Inter national Labor News. Uses mats. Farmer-Labor politics."
GENERAL LABOR (U.S),"St Louis County Independent (weekly). Fridays. Estab lished 1922, 8 pages, $2, circulation 1,500. Farmer-Labor Publishing Co., 1915 Fifth Avenue, Hibbing, Minn. Oscar A. Widstrand, ed. Endorsed by labor and farmers' organizations. American Federation of Labor Weekly News, Federated Press. Uses mats. Minneapolis"
GENERAL LABOR (U.S),"Minneapolis Labor Review, The (weekly). Fridays. Estab lished 1907, 4 pages, $2. Minneapolis Central Labor Union, pub., 405 Sixth Street, South, Minneapolis, Minn. R. D. Cramer, Budd L. McKillips, eds. Inter national Labor News. Uses mats. St. Paul"
GENERAL LABOR (U.S),"Minnesota Union Advocate (weekly). Thursdays. Established 1896, 8 pages, $2, circulation 12,000. St. Paul Trades and Labor Assembly, 158 East Third Street, St. Paul, Minn. William Mahoney, ed. International Labor News, Federated Press. Uses mats. Farmer-Labor politics."
GENERAL LABOR (U.S),"Lake County Chronicle (weekly). Thursdays. Established 1919, 12 pages, $1.50, circulation 1,850. Peoples Publishing Co., Two Harbors, Minn. C. M. Hillman, ed. In dependent progressive. Uses mats Virginia"
GENERAL LABOR (U.S),"Range Labor News (weekly). Virginia, Minn."
GENERAL LABOR (U.S),"Labor News (weekly). Winona, Minn."
GENERAL LABOR (U.S),"Hannibal Labor Press (weekly). Fridays. Established 1915, 10-12 pages, $1, circulation 2,476. B. F. Brown, pub. and ed., I. O. O. Building, Hannibal, Mo. Official organ, Trades and Labor Assembly. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Missouri Trades Unionist, The (weekly). Wednesdays. Es tablished 1906 at Jpplin, Mo., removed to Jefferson City, 1924, 4-8 pages, $2, circulation 3,000. Charles W. Fear, pub. and ed., Room 1, Central Hotel, Jeffer son City, Mo. Official organ, Central Labor Union. American Federation of Labor Weekly News."
GENERAL LABOR (U.S),"Joplin Labor Tribune (weekly). Joplin, Mo."
GENERAL LABOR (U.S),"Kansas City Labor News, The (weekly). Fridays. Established 1919, 4-8 pages, $1, circulation 14,000. Gateway Publish ing Co., 210-211 New Nelson Building, Kansas City, Mo. James H. Anderson, ed. Endorsed by local unions. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Labor Herald (weekly). Fridays. Established 1904, 4 pages, $.50. Labor Herald Publishing Co., 410 Admiral Boule vard, Kansas City, Mo. Thomas H. West, ed. St. Joseph"
GENERAL LABOR (U.S),"St. Joseph Labor News. 301 South Sixth Street, St. Joseph, Mo."
GENERAL LABOR (U.S),"St. Joseph Union (weekly). Fridays. Established 1900, $1. A. G. Roberts, pub. and ed., Third and Edmond Streets, St. Joseph, Mo. Uses mats."
GENERAL LABOR (U.S),St. Louis
GENERAL LABOR (U.S),"Saturday Union Record (weekly). Saturdays. Established 1887, 8 pages, $2, cirulation 4,800. Finis E. Marlow, pub. and ed., 3rd and Chestnut Streets, St. Louis, Mo. Western Newspaper Union. Uses mats."
GENERAL LABOR (U.S),"Trades Council Union News (weekly). Fridays. Established 1917, $1. Union News Publishjng Co., Syndicate Trust Building, St. Louis, Mo. P. J. Morrin, ed. Sedalia"
GENERAL LABOR (U.S),"Railway Federationist (weekly). Saturdays. Established 1910, $1. Railway Federationist Publishing and Printing Co., Sedalia, Mo. E. T. Behrens, ed."
GENERAL LABOR (U.S),"Sedalia Leader, The (weekly). Fridays. Established 1910, 8 pages, $1.50, circulation 1,500. E. T. Behrens, pub. and ed., 313-15 South Lamine Street, Sedalia, Mo. Western Newspaper Union. Uses mats. Springfield"
GENERAL LABOR (U.S),"Springfield Laborer, The (weekly). Fridays. Established 1912, 4 or more pages, $1, circulation 2,350. The Springfield Laborer Publishing Co., 222 W. Commercial Street, Springfield, Mo. S. D. Whitesell, ed. Official organ, Central Trades and Labor Counci1. American Federa tion of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Free Lance (weekly). Butte, Mont."
GENERAL LABOR (U.S),"Labor Bulletin (weekly). Fridays. 4-8 pages, $2, circulation 4,500. Silver Bow Trades and Labor Assembly, 11 North Main Street, Butte, Mont. Charles Gildea, ed. Federated Press. Uses mats."
GENERAL LABOR (U.S),"Montana Labor Review, The (weekly). Fridays. Established 1924, 8 pages, $2, circulation 2,000. E. H. Manson, Great Falls, Mont. Thomas A. Canty, ed. Federated Press. Uses mats."
GENERAL LABOR (U.S),"New Northwest (weekly). Fridays. Established 1915, 8 pages, $2.50, circulation 3,000. Walter E. Christenson, pub. and ed., 432 North Higgins Avenue, Missoula, Mont. Endorsed by trades and labor assembly, and state fede ration of labor. Federated Press. Uses mats."
GENERAL LABOR (U.S),"Nebraska Craftsman (weekly). Fridays. Established 1924, 8 pages, $l, circulation 5,000. Lincoln Central Labor Union, 217 N. llth Street, Labor Temple, Lincoln, Nebr. Joseph Gilbert, ed. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Mid-West News (weekly). Fridays. Established 1915, 4 or more pages, $1, circulation 30,000. J. A. Lochray, pub. and ed., 305-6 Crounse Block, Omaha, Neb. Endorsed by local unions. American Federation of Labor Weekly News, Federated Press. Uses mats. Unionist (weekly). Omaha, Neb."
GENERAL LABOR (U.S),"Manchester Labor News (weekly). Fridays. Established 1924, 4 pages, $1. United Textile Workers Council, Man chester, N. H. Edgar D. Mank, ed. Endorsed by United Textile Workers and Central Labor Union."
GENERAL LABOR (U.S),"Union Labor Bulletin (monthly). 56 Hollywood Avenue, East Orange, N. J."
GENERAL LABOR (U.S),"Union Labor Advocate (monthly). Established 1900, 16 pages, $1, circulation 3,200. George J. Reiss, pub and ed 1038 Grove Street, Elizabeth, N. J. Official organ, Union County Central Labor Union. International Labor iNews, League for Industrial Democracy."
GENERAL LABOR (U.S),"Jersey City Labor Review of Hudson County (monthly). Jersey City, N. J."
GENERAL LABOR (U.S),"Union Labor Messenger (monthly). Established 1919, 16 and more pages, $1. Essex Trades Council, 41 Franklin St., Newark, N. J. Henry F. Hilfers, mgr., T. J. McHugh, ed."
GENERAL LABOR (U.S),"Trades Union Advocate (monthly). Central Labor Union, 153 Sherman Avenue, Trenton, N. J."
GENERAL LABOR (U.S),"Legislative Labor News (w. and m.)- Established 1911, 4 pages, $2. New York State Federation of Labor, 25 South Hawk Street, Albany, N. Y. John M. O'Hanlon, ed."
GENERAL LABOR (U.S),"Labor Weekly (weekly). Auburn, N. Y."
GENERAL LABOR (U.S),"American Labor Reporter (weekly). Fridays. Established 1919, $2. American Labor Reporter Publishing Co., Law Exchange Building, Buffalo, N. Y. John Coleman, Sr., ed. Uses mats."
GENERAL LABOR (U.S),"Buffalo Labor Journal (weekly). Thursdays. Established 1918, 8 pages, $1, circulation 18,000. Buffalo Labor Journal, Inc., 75-77 East Eagle Street, Buffalo, N. Y. Charles E. Grant, William A. Norman, Charles A. Zenkert, eds. Official organ, Allied Building Trades Council. Ameri can Federation of Labor Weekly News, Cooperative News. Uses mats."
GENERAL LABOR (U.S),"Labor News and Railroad Worker (weekly). Fridays. Estab lished 1917, 4 pages, $1, circulation 2,000. Labor News Co., 553 Bramson Building, Buffalo, N. Y. Thomas J. Cullen, ed. Endorsed by several central bodies. Uses mats."
GENERAL LABOR (U.S),"Union Labor Advocate (weekly). Central Labor Council, Jamestown, N. Y."
GENERAL LABOR (U.S),"Orange County Workman (monthly). Newburgh, N. Y. New York"
GENERAL LABOR (U.S),"American Labor Monthly, The (monthly). Established 1923, 64 pages, circulation 3,000. The American Labor Monthly Publishing Association, J. B. S. Hardman, 31 Union Square, New York, N. Y."
GENERAL LABOR (U.S),"American Labor World (monthly). Established 1899, $1.50, cir culation 18,000. John S. Lewis, pub. and ed., 10 Reade Street, New York, N. Y."
GENERAL LABOR (U.S),"Chronicle, The (fortnightly). Central Trades and Labor Council, 287 Broadway, New York, N. Y."
GENERAL LABOR (U.S),"Labor Banker, The (monthly). Brotherhood Investment Com pany, 381 Fourth Avenue, New York, N. Y."
GENERAL LABOR (U.S),"New York Teacher, The (monthly). Established 1923, 8 pages, $1, circulation 1,250. Teachers Union, Teachers Union Auxiliary, 70 Fifth Avenue, New York, N. Y. Royal J. Davis, B. C. Gruenberg, Abraham Lefkowitz, Henry R. Linville, Mrs. Mabel L. Rees, eds."
GENERAL LABOR (U.S),"Office Employees' Journal, The (monthly). Established 1916, 16 pages, $1. Bookkeepers, Stenographers, and Account ants' Union, 12646, American Federation of Labor, 3 West 16th Street, New York, N. Y. Leonard Bright, ed. American Federation of Labor Weekly News, International Labor News."
GENERAL LABOR (U.S),"Rassviet (daily). Russian. Established 1924, 4-6 pages, $6.50, circulation 3,500. The Directorate of Russian Trade Unions, 274 East 10th Street, New York, N. Y."
GENERAL LABOR (U.S),"State Federationist (weekly). 113 Leonard Street, New York, N. Y."
GENERAL LABOR (U.S),"Universal Engineer (monthly). 150 Nassau Street, New York, N. Y."
GENERAL LABOR (U.S),"Truth, The (weekly). Fridays. Established 1919, 8 pages, $2, circulation 3,000. Cyrus P. Jones, ed. and pub., 21 Academy Street, Poughkeepsie, N. Y. Uses mats."
GENERAL LABOR (U.S),"New Rochelle Labor News (monthly). New Rochelle, N. Y."
